battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
715,1,2.8,1,18,0,17,0.6,182,8,20,17,1521,2872,17,12,14,0,1,0,2
1447,1,2.0,1,18,1,11,0.7,199,7,8,55,609,2281,7,1,16,0,1,0,0
514,1,1.1,0,14,1,55,0.5,134,5,0,918,648,1284,15,2,18,0,1,0,0
1680,1,2.2,0,13,1,30,0.1,118,1,19,1058,905,781,9,8,18,1,1,0,1
1784,1,2.0,1,0,1,60,0.7,88,3,0,901,1198,2583,8,9,20,0,1,0,2
1680,0,1.8,0,15,1,60,0.7,124,5,7,629,1516,2802,8,12,11,1,0,1,3
546,0,2.9,0,9,0,7,0.5,195,5,2,793,1933,1091,17,12,3,0,0,0,0
823,1,2.2,0,18,0,30,0.8,93,3,1,1789,1652,2739,11,4,15,1,0,1,2
1343,0,1.4,0,2,0,18,0.3,191,8,3,1748,607,3119,5,6,4,1,1,1,2
629,0,2.5,0,4,0,54,0.3,134,3,18,1596,888,1495,11,16,8,1,1,0,1
1934,0,2.7,1,8,0,61,0.2,88,2,10,1623,924,2990,12,14,12,0,1,1,3
594,1,0.8,0,17,1,23,0.4,94,5,4,1806,946,3131,7,4,18,0,0,0,2
1126,0,1.0,0,10,0,25,0.9,116,3,9,346,1417,3272,7,6,16,0,1,1,2
1254,1,1.0,0,15,1,62,0.8,129,5,7,1055,1591,1794,8,1,20,0,0,1,2
1815,0,2.2,1,1,0,18,0.4,196,8,12,907,1589,2166,17,17,12,1,0,0,2
1293,1,2.0,1,11,1,22,0.6,163,1,4,1023,1155,3464,10,9,16,1,1,1,2
1806,0,2.0,1,5,1,52,0.7,151,7,11,1156,820,2915,18,0,16,1,0,1,3
568,1,2.9,0,10,1,51,0.3,175,4,12,575,1218,2898,11,13,7,1,0,1,2
510,1,2.4,1,7,0,12,0.3,190,8,7,198,1227,1559,5,15,16,0,0,0,0
1777,0,0.8,1,11,0,57,1.0,100,4,14,1279,1079,387,17,5,10,0,1,1,1
1371,1,1.4,1,1,0,8,0.7,136,6,12,1365,946,648,8,11,6,1,0,1,0
1049,1,1.6,1,8,0,43,1.0,184,3,0,1690,709,736,16,2,20,0,1,0,0
1657,1,1.5,0,14,1,40,0.4,98,3,5,1254,1348,3840,11,6,6,1,1,1,3
1211,1,2.2,1,1,1,6,0.7,172,8,10,300,869,2931,15,2,14,1,0,0,1
522,1,2.7,1,0,1,45,0.3,137,5,12,1016,1981,2290,6,16,19,1,1,1,2
1314,1,1.3,0,9,1,49,0.3,174,8,20,1570,1076,2722,5,14,18,0,0,1,3
845,1,1.9,0,1,0,62,0.6,197,6,19,25,1188,1481,5,10,16,1,1,1,1
801,1,2.5,1,11,1,58,0.4,85,8,0,1558,1289,2955,14,1,15,0,1,0,2
862,0,1.5,0,7,0,22,0.3,83,3,10,1676,1491,2961,18,6,17,1,1,1,2
895,0,0.9,1,4,1,19,0.3,122,8,10,1497,662,717,18,6,5,0,1,0,0
717,1,1.7,0,0,1,36,0.1,172,5,7,1410,1476,2057,10,9,18,0,1,0,1
640,1,0.6,0,14,1,21,0.7,121,3,2,1308,1855,3529,16,11,15,1,1,1,2
1457,0,2.9,1,5,0,16,0.5,82,5,18,449,849,407,9,17,19,1,1,1,0
1733,0,0.7,0,11,0,6,0.2,80,8,11,319,1169,2525,5,5,7,0,0,0,2
1484,0,1.6,1,7,1,14,0.3,187,3,5,155,1991,334,14,7,9,0,0,1,0
1492,1,1.8,0,12,1,52,0.2,134,2,7,470,925,1479,7,4,10,0,0,1,1
1327,0,3.0,1,18,1,13,0.7,94,7,4,419,826,2041,15,2,2,1,1,1,0
1182,1,0.9,0,0,0,63,0.2,126,5,9,1136,1629,2402,11,1,14,1,0,1,2
1983,1,0.8,0,10,0,56,0.8,164,7,15,1925,754,2280,16,5,4,0,1,0,3
1503,0,0.5,0,19,0,22,0.1,125,2,11,650,857,3215,13,6,7,0,1,1,2
855,1,0.9,0,0,1,38,0.3,137,2,16,1445,943,2516,17,7,18,0,1,0,2
1507,1,1.0,0,7,0,7,0.9,174,2,5,885,612,3470,13,3,9,1,1,0,2
1847,1,2.1,1,4,1,8,0.7,150,2,8,929,1553,3005,10,11,7,1,1,0,3
1656,1,1.0,0,16,0,27,0.2,160,1,9,1744,1023,3716,7,11,17,0,1,0,3
1387,0,0.6,1,7,1,43,0.8,199,7,19,834,1188,2092,5,16,2,0,1,0,2
626,0,2.6,1,9,1,49,0.5,162,8,13,875,1490,1653,7,8,11,1,1,0,1
1629,1,1.4,1,1,0,9,0.9,118,6,13,941,545,1331,14,11,19,1,0,0,0
1508,1,1.4,0,8,1,10,0.6,82,8,16,993,1694,3270,6,16,15,0,1,1,3
1103,0,1.3,1,2,1,28,0.7,109,8,15,1621,1653,1903,15,9,6,0,0,1,2
1901,1,2.9,0,17,1,5,1.0,114,7,3,1308,1256,2438,9,10,18,0,0,0,2
1513,0,0.9,1,6,0,22,0.3,136,8,1,571,1876,666,12,12,15,1,1,1,0
550,1,2.7,1,14,1,32,0.7,108,4,15,53,1726,2264,9,3,19,0,0,1,1
1552,1,2.4,1,19,0,22,0.5,129,1,0,604,1749,1749,5,14,5,0,1,1,1
1985,0,0.7,1,17,0,41,0.1,141,8,2,324,1603,1391,7,11,3,0,0,1,1
1819,0,3.0,1,2,1,26,0.1,131,3,10,969,1833,1804,16,9,8,1,1,0,2
1820,0,1.2,0,13,0,40,0.2,197,8,15,1481,1558,1040,9,6,8,1,0,1,2
1278,0,0.7,1,1,1,16,0.7,93,3,17,884,1063,1323,11,1,8,1,1,0,1
1930,1,2.6,1,13,0,54,0.6,114,6,14,264,660,1676,9,6,14,0,0,1,2
1313,0,2.3,0,10,1,36,0.6,107,4,8,381,1339,2265,18,7,20,1,1,1,1
1928,1,2.0,0,15,0,50,0.1,137,4,11,1236,1958,1864,14,5,7,1,1,0,3
1869,0,0.9,0,7,1,44,0.5,109,4,17,332,1037,2564,9,7,18,1,0,0,3
919,0,1.7,1,6,1,42,0.9,169,2,4,1033,724,998,11,3,19,1,0,0,0
1705,1,2.5,1,10,1,38,0.5,86,1,7,1381,1969,2848,17,8,2,1,0,1,3
1482,0,1.3,1,2,1,58,0.7,118,8,2,202,1840,2691,12,4,14,0,0,1,2
1324,0,1.3,1,16,0,43,0.8,174,3,1,1731,1937,3803,18,5,20,0,1,1,3
1524,0,0.5,1,13,0,48,0.8,148,1,18,57,594,3737,12,11,17,0,0,0,3
1066,0,0.9,1,5,1,29,0.6,114,1,7,1517,1748,3907,11,4,11,0,0,0,3
870,1,2.7,0,7,0,62,0.9,193,1,1,1533,1448,2319,17,4,14,0,1,0,2
1435,1,1.6,0,4,1,15,0.5,190,4,18,1791,1052,2276,18,17,11,1,1,0,2
1160,0,3.0,1,7,1,5,0.9,131,6,0,1246,1144,917,7,5,15,1,1,0,0
1954,0,1.5,1,1,0,54,0.3,93,6,12,1392,565,2083,15,8,10,0,0,1,2
1468,0,2.3,1,14,0,21,0.4,142,4,19,1715,1920,2405,6,10,12,1,0,0,3
1832,1,1.2,1,11,1,35,0.1,115,3,16,1441,1733,3513,5,13,4,0,0,0,3
1660,1,1.4,1,16,0,13,0.8,170,3,2,1897,1997,1206,10,1,9,0,0,1,1
701,1,1.0,0,0,1,34,0.5,103,3,8,546,1164,3234,17,13,13,1,1,0,2
1959,1,1.4,0,14,0,25,0.3,119,8,4,870,1183,280,13,9,4,0,0,0,0
812,0,1.9,1,13,0,21,0.3,108,6,5,102,1409,3399,7,4,8,1,0,0,1
616,0,3.0,0,19,0,6,0.9,132,8,3,1184,1336,1872,9,3,15,0,1,0,0
1436,0,2.2,1,15,0,39,0.9,188,6,16,1223,1070,3900,13,6,8,1,1,1,3
1074,1,1.0,1,8,0,31,0.6,101,1,20,1183,1195,273,18,12,8,1,1,0,0
743,0,0.6,1,0,1,25,0.7,151,4,20,1718,679,825,18,9,15,1,0,1,0
1036,1,0.8,0,16,0,44,0.5,94,2,20,864,1333,1272,13,9,13,1,0,0,1
574,1,1.9,0,12,0,41,0.5,192,1,15,1159,1982,1611,11,3,2,1,1,1,1
885,0,2.4,1,4,1,8,0.9,148,5,15,397,1591,1848,18,15,6,1,0,1,0
1733,0,2.9,0,9,1,37,0.2,195,8,10,1761,1852,3424,8,14,12,0,0,0,3
974,0,0.5,0,5,1,39,0.5,143,6,1,391,701,1086,15,10,2,0,1,1,0
917,1,1.8,1,18,0,17,0.4,83,1,16,1778,1538,1291,6,2,14,1,1,1,1
846,1,1.7,0,12,0,53,0.5,154,4,14,105,1565,3338,6,14,18,1,1,1,2
1139,0,2.1,0,0,1,16,0.5,97,5,17,1606,1042,2188,8,15,4,0,0,0,2
1438,0,1.9,1,19,1,47,0.6,121,7,9,1612,1481,2466,5,13,11,0,0,1,3
1454,1,2.2,1,14,1,24,0.2,192,8,5,1077,1273,1562,18,4,20,0,0,1,1
1375,0,2.1,0,13,1,13,0.6,109,1,20,1300,1812,2008,8,16,8,0,1,1,2
1262,1,0.8,1,7,0,30,0.3,94,4,15,110,1193,1127,16,17,4,0,0,0,0
1702,1,2.5,0,9,0,45,0.3,149,4,4,223,1767,1090,18,0,13,1,0,0,1
1705,0,0.8,1,8,0,49,0.2,134,6,11,74,1111,3568,15,8,11,0,1,1,3
1163,0,2.2,1,16,0,16,0.8,132,2,5,505,1697,1112,10,13,13,0,0,1,0
524,0,1.5,1,8,0,30,0.5,95,1,13,1037,743,3372,10,10,16,0,0,0,2
1703,0,1.8,1,2,1,46,0.7,190,4,15,769,559,1225,11,1,7,1,1,1,1
1209,1,2.8,0,10,0,44,0.8,183,8,6,481,603,848,9,4,20,0,1,0,0
1684,1,2.7,1,11,1,63,0.7,152,3,1,1212,1150,510,13,14,6,0,1,1,0
676,1,2.5,1,9,1,50,0.5,186,4,5,363,1826,2370,6,11,3,1,1,1,1
784,0,1.8,1,16,1,22,0.4,113,2,8,238,1510,3221,6,13,20,1,1,0,2
562,1,2.3,0,16,0,16,0.4,106,4,6,1424,576,2917,8,10,20,0,0,0,1
1502,0,1.8,0,10,1,15,0.7,92,6,1,845,1541,3277,8,8,5,1,1,1,2
1161,0,2.7,1,3,0,43,0.5,179,7,18,984,1707,858,8,7,6,0,1,0,1
1165,0,1.5,1,6,1,45,0.9,106,1,7,1327,1804,1321,5,11,8,0,1,1,1
655,0,2.9,1,13,0,17,0.9,152,6,10,1114,1811,2067,8,2,5,1,0,1,1
1992,0,2.8,1,6,1,16,0.3,148,1,3,391,1197,2095,16,14,12,0,0,0,1
1572,0,2.4,1,7,0,43,0.2,194,5,15,1207,1997,2065,9,7,4,1,1,1,3
1466,1,1.2,1,0,1,64,0.7,165,1,17,1040,1445,2687,13,6,6,1,0,1,3
1348,0,0.8,0,3,1,5,0.4,110,5,12,964,766,3916,7,16,16,1,0,0,3
1607,1,2.6,1,11,1,28,0.1,82,6,4,11,1280,1513,7,11,19,1,0,1,0
1884,1,0.9,1,2,1,24,0.9,109,3,1,1189,1108,1221,18,17,17,0,1,1,1
1188,0,2.6,1,12,0,30,0.3,100,8,10,145,1445,1993,9,17,17,0,0,1,1
647,0,1.7,1,19,0,42,0.9,178,2,0,1305,1880,740,14,14,11,0,0,1,0
841,0,1.5,1,5,0,54,0.7,85,3,12,1572,1524,294,10,2,2,1,1,0,0
975,1,2.8,1,10,1,53,0.8,171,8,4,1605,1550,266,7,14,12,0,1,1,0
1586,0,2.0,0,3,1,64,0.3,111,5,17,168,1047,879,5,15,18,1,0,1,1
1883,1,1.9,0,19,1,10,0.3,121,4,13,846,659,664,14,16,16,0,1,1,0
1060,0,1.9,0,15,1,54,0.6,180,4,12,169,1436,2411,12,0,8,1,1,1,2
826,0,1.4,0,6,1,58,0.3,141,3,6,764,898,2283,16,10,7,0,1,0,1
1664,1,2.5,0,10,1,57,0.4,168,4,7,1369,1042,1373,5,5,16,0,1,0,1
1489,1,1.1,0,0,0,53,0.4,111,5,17,498,626,2387,6,8,16,1,0,0,2
714,0,2.8,1,6,0,44,0.2,178,6,6,1483,1508,2361,7,15,8,0,1,1,1
934,1,2.7,1,11,0,44,0.3,165,2,19,1320,1447,3620,10,5,4,1,1,1,3
1451,1,1.3,1,6,0,8,0.8,167,7,16,1165,709,3343,8,11,15,1,0,0,3
1222,1,2.3,1,6,0,54,0.3,118,1,15,896,649,3294,8,12,10,0,1,0,3
1841,1,1.9,1,9,0,43,0.1,143,5,10,1808,530,3804,13,12,4,0,0,1,3
531,1,1.3,1,15,0,5,0.7,197,8,18,1760,1111,3141,10,3,7,0,1,0,2
1169,0,3.0,0,7,0,6,1.0,109,7,0,1718,801,860,16,8,10,1,0,1,0
784,0,0.6,1,8,1,6,0.4,142,5,20,1756,1462,1224,6,13,2,1,1,1,1
1828,1,1.1,0,8,1,12,0.2,193,1,7,1076,1364,420,11,13,10,1,1,1,0
928,0,1.8,0,1,1,64,0.6,175,1,0,117,1264,692,17,16,13,1,0,1,0
785,0,1.8,1,12,1,42,0.9,110,2,8,364,1182,3030,7,4,5,1,0,1,2
1667,1,2.0,1,12,1,29,0.8,166,2,18,1694,756,1935,13,1,17,1,0,1,2
1947,0,2.4,1,3,1,17,0.7,119,2,20,135,1439,2065,10,12,6,1,0,1,2
1542,1,2.1,1,11,1,42,0.4,112,4,8,1437,1580,2706,12,10,18,1,0,1,3
517,1,2.0,1,16,0,55,0.6,142,8,20,1100,508,1665,17,1,18,1,1,0,1
1268,0,0.6,1,1,0,31,0.2,104,8,9,1871,1528,2233,17,0,7,0,0,0,2
1089,1,1.4,1,12,1,5,0.7,115,5,10,556,1346,1417,5,2,16,1,1,0,0
1894,1,1.1,0,17,0,64,0.8,103,6,0,17,1637,3019,6,11,2,1,0,0,3
1698,1,1.2,1,14,0,3,1.0,174,1,19,1890,1276,1069,10,6,14,0,0,1,1
1509,1,1.9,1,7,0,47,0.3,137,5,7,402,1184,3025,7,0,17,0,1,0,2
693,1,1.0,0,14,0,4,0.1,118,7,19,204,1231,2834,5,8,3,1,1,0,1
1001,0,1.2,1,0,0,51,0.6,125,5,11,498,1728,2085,10,17,20,0,1,1,1
1487,0,1.1,1,19,1,22,0.7,156,8,0,323,523,548,9,5,3,0,1,0,0
1636,1,2.9,0,9,0,7,0.8,89,2,9,594,992,1754,17,8,13,1,0,0,1
613,1,2.9,1,11,1,44,0.3,166,2,3,561,1469,3326,13,7,13,1,1,0,2
1745,0,2.0,1,4,1,54,0.3,161,5,14,1304,1929,717,10,17,9,0,0,0,2
1446,1,2.8,1,8,1,19,0.6,111,8,18,1189,602,3700,9,14,13,1,0,1,3
1330,0,2.5,1,7,0,45,0.4,176,8,5,1266,1583,3489,5,0,12,0,0,0,3
1787,1,2.0,1,15,1,6,0.9,115,8,4,1912,1609,2945,5,13,3,1,1,0,3
1424,1,0.5,1,13,1,10,0.5,107,2,4,478,1266,2347,15,17,2,1,1,0,1
554,1,2.4,0,12,1,21,0.8,95,8,17,163,1522,1362,5,9,5,0,1,0,0
1299,1,2.3,1,12,1,29,0.6,95,4,2,323,871,3195,11,5,10,0,1,1,2
1277,1,2.0,1,4,0,27,0.8,97,1,1,1591,1178,2939,10,16,8,0,1,1,2
1981,1,2.4,0,15,1,19,0.4,87,7,3,550,1095,2842,18,13,11,0,1,0,2
661,1,1.8,0,10,1,20,0.8,185,8,17,830,701,3165,9,12,15,0,0,1,2
1903,0,2.3,1,4,1,4,0.3,159,5,8,639,588,2822,8,7,2,1,1,1,2
586,0,2.8,0,12,1,10,0.6,198,1,18,1926,936,1690,15,9,6,1,0,1,1
554,0,1.4,1,10,0,37,0.3,199,4,9,633,619,3668,18,8,14,0,0,1,2
1999,1,2.3,1,18,1,32,0.5,154,7,14,758,655,966,17,4,7,0,1,0,1
1701,1,1.7,0,2,1,50,0.4,149,2,0,1721,898,1903,17,3,18,0,1,1,2
1914,1,2.2,1,14,1,18,0.3,80,3,10,207,687,344,15,5,16,1,1,0,0
1872,1,2.4,1,6,1,64,1.0,141,4,13,314,1575,1919,12,5,8,1,1,0,2
1531,1,0.6,0,6,1,56,0.2,155,3,9,303,1151,3557,15,12,9,0,0,0,3
1332,1,2.1,0,5,1,24,0.8,117,1,18,900,1086,1297,12,3,3,1,1,0,1
812,1,1.1,0,2,0,35,1.0,171,5,20,238,729,2976,9,7,19,1,1,0,2
1258,0,2.2,0,12,1,42,0.1,124,7,15,1750,1653,3167,8,4,8,0,0,0,3
942,1,1.7,1,6,0,42,0.7,137,2,7,803,554,3193,6,1,17,0,0,0,2
827,0,2.4,0,4,0,6,0.3,160,7,1,1247,770,3608,11,8,20,1,1,0,1
1577,0,0.8,0,17,1,16,0.1,80,4,6,1111,1623,2189,9,10,10,1,0,0,2
1260,1,2.1,0,7,0,48,0.5,111,2,18,1560,1592,677,7,10,13,1,1,0,1
1762,1,1.2,0,16,1,4,0.9,87,3,6,1452,1822,1131,13,6,15,1,1,1,1
1752,0,2.6,0,19,0,20,0.1,197,3,14,1243,1469,3005,13,13,8,1,0,1,3
1078,0,2.8,1,0,1,29,0.6,119,6,7,274,1877,593,15,5,3,0,0,1,0
1574,1,3.0,0,13,0,4,0.6,135,7,13,1670,1675,521,15,3,18,1,1,0,0
1506,1,2.5,1,16,0,39,0.9,142,8,0,953,829,3106,14,5,12,0,1,0,2
1787,0,2.4,0,9,1,5,0.2,186,5,12,1768,615,1634,18,2,19,0,1,0,1
1941,1,1.0,0,11,0,25,0.7,189,8,2,1089,822,2663,15,5,13,1,0,0,2
595,1,1.3,0,15,0,32,0.7,167,3,20,1615,1062,3317,12,2,4,0,0,0,3
1611,1,1.7,0,13,0,46,0.7,153,5,5,1446,728,2070,5,0,15,1,1,1,2
1601,0,2.4,0,15,0,60,0.9,190,6,18,254,859,2520,16,17,16,0,1,1,2
1811,0,2.8,0,7,0,46,0.8,182,4,14,124,1528,576,7,3,20,1,0,0,1
1643,0,1.0,0,9,1,60,0.1,182,6,3,1169,527,1105,6,5,11,0,1,0,1
1313,1,2.8,0,16,0,12,0.5,153,5,20,614,1887,974,8,16,10,1,0,1,1
990,1,2.2,1,17,0,38,0.5,115,3,2,384,1985,3992,6,17,11,1,1,1,3
951,0,2.0,0,19,1,2,0.4,168,1,3,446,1754,1247,16,5,5,0,0,1,0
664,0,1.0,1,15,1,10,0.5,193,5,4,386,1918,3539,15,1,20,0,1,0,2
681,0,0.6,0,16,1,18,0.4,136,2,17,382,1368,2064,12,11,11,0,1,0,1
968,1,1.9,1,15,0,55,0.5,153,8,9,1300,1794,3256,5,11,18,1,1,0,3
1409,0,2.1,0,18,0,2,1.0,162,1,7,1405,1827,3530,8,3,13,0,0,0,3
1234,0,1.0,0,7,0,4,0.2,189,7,11,123,1906,972,9,15,2,0,1,1,0
1322,1,1.9,0,5,0,48,0.9,124,5,2,1949,527,1240,18,9,12,1,1,1,1
1443,1,2.6,1,5,1,27,0.5,158,2,17,1290,1243,2195,14,9,14,1,1,0,2
506,1,2.6,1,8,1,54,0.7,159,8,7,1813,1722,1151,8,6,2,0,1,1,1
829,0,2.8,1,3,0,32,0.8,81,7,0,1134,1605,1432,12,13,2,0,1,0,0
1274,1,1.4,1,11,0,27,0.4,172,6,13,1404,1611,3756,6,6,17,1,1,1,3
650,1,1.3,0,11,0,24,0.5,147,1,12,1848,1913,2032,13,11,8,1,0,0,1
1608,0,2.4,0,16,0,31,0.5,196,5,11,1624,1079,2590,6,10,11,1,0,1,2
646,1,1.6,0,14,1,11,0.4,129,4,2,1922,950,3060,6,16,17,0,1,1,1
1904,0,0.7,1,8,1,9,0.9,108,6,17,1181,932,3648,17,10,2,0,1,1,3
1414,0,1.2,0,6,0,45,0.8,174,2,20,727,873,1715,6,2,10,1,0,0,2
1808,1,1.5,1,9,1,26,0.2,160,4,12,895,934,1871,16,3,7,1,0,1,2
1199,1,1.2,1,15,0,23,0.2,89,3,14,1836,1710,2799,14,7,16,1,1,0,3
581,1,1.3,1,11,0,16,0.5,106,6,9,1571,1913,3931,12,13,5,0,0,0,3
1013,1,1.2,1,6,1,60,0.2,196,8,0,1622,717,1428,7,13,16,0,1,1,0
1314,1,0.6,1,17,0,42,0.7,184,6,5,1141,1631,797,14,15,11,0,1,0,0
1208,1,2.1,0,14,1,57,0.2,94,8,8,327,1447,890,15,14,17,0,0,0,0
1245,0,2.0,1,5,0,58,0.6,139,5,9,693,848,3809,18,11,14,1,1,0,3
1522,0,2.1,1,11,1,11,0.1,187,5,14,1091,1287,1605,14,15,20,1,1,0,1
1909,1,1.0,0,10,0,21,0.4,110,2,8,1457,525,3242,18,4,5,0,1,1,3
1206,0,1.2,1,19,1,42,0.7,100,6,13,358,1571,3356,12,11,17,1,1,0,3
970,1,2.0,1,2,0,48,0.5,139,5,10,1002,1358,3586,11,4,12,1,0,1,3
1642,0,2.0,0,1,0,24,1.0,137,3,6,1694,869,953,14,9,16,0,0,0,0
895,0,1.8,0,5,1,54,0.9,120,8,1,796,1537,2208,8,16,12,1,0,0,1
760,0,1.4,0,4,0,54,0.4,125,7,13,442,1710,2378,11,14,12,0,1,0,2
1304,1,2.8,1,17,1,2,0.1,124,7,5,163,1383,3884,15,7,4,0,0,0,2
1433,0,1.3,0,15,1,3,0.9,105,7,4,972,778,1860,12,7,18,0,0,0,0
1779,1,1.6,0,7,0,59,0.9,181,5,4,360,840,753,10,7,6,1,0,0,0
1404,0,2.2,0,19,0,20,0.8,130,6,18,584,1851,3743,10,9,14,0,1,0,3
1749,0,1.9,1,10,0,63,0.2,115,7,18,1142,1106,977,7,12,11,1,1,0,2
1576,0,1.4,0,9,0,15,1.0,131,1,5,852,1548,2030,9,15,6,1,1,0,1
1439,0,1.6,1,11,1,9,0.3,160,4,9,1010,1028,1619,14,8,13,0,1,1,1
1353,0,2.5,1,5,0,39,0.8,130,6,13,1218,925,563,6,15,9,0,1,1,0
1887,1,1.2,0,19,0,13,0.9,82,8,16,1624,528,3007,16,9,13,0,0,0,3
1803,1,0.9,1,4,0,27,0.3,93,3,2,1880,1455,1139,9,2,17,0,0,0,1
1092,0,1.3,1,8,1,28,0.9,128,6,0,1611,822,3942,9,13,3,0,0,0,3
1213,0,2.6,0,15,0,30,0.4,156,3,9,1756,812,1520,11,12,4,1,1,1,1
1681,0,0.7,1,13,1,16,1.0,184,6,2,1674,1083,508,8,3,19,1,0,1,0
1131,0,3.0,0,7,0,47,0.4,170,7,4,1023,1793,1191,18,3,18,1,0,1,1
558,1,1.9,1,19,1,54,1.0,80,4,18,1907,1261,1499,15,5,3,0,1,0,1
627,0,3.0,1,18,0,62,0.1,136,4,9,1930,794,2700,10,10,13,0,1,0,2
1235,1,2.8,0,13,0,2,0.7,96,3,15,240,1155,3289,13,7,18,1,1,1,2
1220,0,1.6,0,6,1,61,0.6,191,6,0,1532,1285,3663,8,13,7,0,1,0,3
1638,1,1.0,1,4,0,44,0.5,129,4,5,665,722,2008,15,7,18,1,0,0,1
1732,0,0.9,1,17,0,29,0.3,177,2,8,564,574,1993,18,13,3,1,1,1,1
1025,0,1.1,0,1,0,58,0.7,93,6,4,1165,601,1308,10,6,9,1,1,0,0
1020,1,2.3,1,10,1,4,0.3,197,4,13,831,1384,749,17,17,15,0,1,1,0
1051,0,1.2,1,7,0,52,0.6,198,1,9,975,672,1214,16,11,7,0,0,1,0
736,0,1.4,1,0,1,19,0.3,138,1,1,1929,1527,2277,13,13,10,1,0,0,1
1804,0,1.6,1,11,1,53,1.0,160,2,4,30,894,2003,14,14,2,0,0,1,1
1882,1,2.8,0,1,1,61,0.1,82,4,0,222,1332,3829,16,17,6,0,0,0,3
1724,0,1.0,0,17,0,35,0.3,177,1,9,1827,1503,1433,5,11,8,0,0,1,2
1801,0,0.5,0,6,1,33,0.3,119,7,8,265,666,1247,12,9,10,1,1,0,0
1758,1,0.7,0,16,1,30,0.5,168,6,2,1305,799,3558,5,11,15,1,1,0,3
993,1,2.8,0,13,0,26,0.3,145,5,14,787,617,2405,8,7,10,1,1,0,1
503,1,2.1,0,6,1,61,0.5,113,4,3,380,1011,3130,7,5,5,1,0,0,1
1165,0,1.2,1,2,1,27,0.9,169,8,12,555,1111,2480,8,0,16,1,1,1,1
941,0,0.9,0,5,0,40,0.7,174,2,5,61,1698,3287,18,12,5,0,0,1,2
528,0,1.2,1,19,0,9,0.6,88,4,19,712,658,1182,11,15,4,1,0,0,0
1632,1,0.8,1,1,1,20,0.2,173,3,16,846,1907,2535,17,17,15,0,1,0,3
1109,0,2.9,1,16,0,55,0.7,163,3,4,520,1750,2315,18,11,10,1,1,0,2
1304,0,2.5,0,11,0,48,0.2,100,1,14,1094,1561,1465,13,4,20,0,1,1,1
574,1,1.7,1,11,0,43,0.8,172,8,7,601,962,3064,13,12,7,0,1,1,1
1337,1,2.7,0,16,1,23,0.3,104,3,4,1559,1954,1187,14,7,4,1,0,0,1
1669,1,1.1,1,9,1,30,0.5,181,2,12,139,603,2569,5,5,19,0,0,1,2
627,1,2.3,1,2,0,34,0.4,123,8,0,1339,1481,2181,14,2,17,0,0,0,1
541,1,2.6,0,19,1,39,0.9,104,1,0,1363,1716,1414,5,3,4,0,1,1,0
1879,0,1.4,1,17,0,46,0.2,88,2,6,1911,749,1012,13,11,3,0,0,0,1
540,1,2.4,1,12,0,47,0.6,182,6,4,589,1536,1310,8,12,3,0,1,0,0
1433,0,1.2,1,11,0,36,0.2,141,2,13,1749,1066,711,16,1,11,0,0,0,1
533,0,1.2,1,16,0,44,0.7,187,3,14,527,1096,514,17,3,16,1,1,1,0
1540,1,0.8,0,3,0,4,0.9,105,6,20,540,1120,3431,18,12,4,0,0,0,3
1676,1,1.6,1,9,1,20,0.5,136,3,16,1439,1054,686,7,7,9,1,1,1,1
1497,1,2.3,1,10,1,11,0.5,116,2,17,1490,1911,3709,17,7,19,0,1,1,3
1901,0,2.9,0,5,1,28,0.9,95,3,6,374,570,2772,13,15,12,0,0,0,2
1087,1,2.0,1,5,1,16,0.6,116,8,17,290,1455,3840,9,10,8,0,1,0,3
841,1,2.7,1,8,0,12,0.5,155,3,18,42,1472,2220,16,17,20,0,0,0,1
526,1,2.6,1,14,0,48,0.6,103,3,19,1887,937,2229,10,3,8,0,1,1,2
1810,1,0.9,1,1,1,27,0.7,105,4,6,1910,1567,3534,5,0,3,0,0,1,3
1145,1,1.7,0,3,1,60,0.2,99,6,7,1076,1795,902,5,0,7,0,1,1,1
1230,0,0.8,1,4,0,25,0.8,88,8,12,1811,1537,702,17,13,6,0,0,1,0
667,0,2.2,0,16,0,14,0.5,166,6,17,1906,1894,3086,18,3,15,1,0,1,3
1109,0,2.9,1,7,0,33,0.2,182,7,10,1255,1635,1368,11,10,19,1,0,1,1
767,1,0.8,1,7,1,38,0.8,108,6,8,1235,1902,450,14,17,5,1,0,1,0
1320,1,2.3,1,11,0,5,0.4,110,7,0,7,813,1693,12,15,5,1,1,0,0
954,1,2.1,0,7,0,14,0.2,98,2,7,1657,1938,1401,15,16,14,0,1,0,1
1405,0,2.0,1,18,1,10,0.7,99,7,20,482,984,2765,12,1,2,0,0,0,2
1924,1,1.5,1,2,1,58,0.9,166,7,11,41,668,1395,18,3,6,0,0,1,1
1421,1,1.4,0,17,1,50,0.9,186,5,1,332,1387,451,17,2,4,1,1,0,0
1480,1,0.6,0,18,0,35,1.0,106,2,14,1256,1302,2339,11,14,20,1,0,1,2
1999,0,1.0,0,18,0,57,0.9,173,6,20,1093,745,2370,17,1,14,1,0,1,3
1201,1,0.5,0,14,1,38,0.1,164,1,17,1902,765,900,15,8,8,0,0,1,1
1133,0,2.0,1,5,0,49,0.4,123,3,16,1039,1348,3608,13,9,11,0,1,1,3
